age,workclass,education,marital.status,occupation,sex,native.country,income
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
32,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
46,Self-emp-inc,Doctorate,Separated,Prof-specialty,Male,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Bachelors,Never-married,Craft-repair,Male,United-States,<=50K
33,Private,Assoc-voc,Married-civ-spouse,Sales,Male,United-States,<=50K
23,State-gov,5th-6th,Never-married,Transport-moving,Male,United-States,<=50K
21,Private,10th,Separated,Machine-op-inspct,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Other-service,Female,United-States,<=50K
53,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
20,?,Some-college,Never-married,?,Male,United-States,<=50K
53,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
58,Private,9th,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
23,?,11th,Never-married,?,Male,United-States,<=50K
31,Local-gov,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
39,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Male,United-States,>50K
51,Private,10th,Married-civ-spouse,Craft-repair,Male,United-States,>50K
18,Private,11th,Never-married,Other-service,Male,United-States,<=50K
32,Private,Some-college,Divorced,Adm-clerical,Male,United-States,<=50K
56,Private,Bachelors,Divorced,Other-service,Female,United-States,<=50K
35,Private,Assoc-acdm,Never-married,Protective-serv,Male,United-States,<=50K
63,Private,12th,Widowed,Sales,Female,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
23,Private,Some-college,Never-married,Other-service,Male,United-States,<=50K
52,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
19,Private,HS-grad,Never-married,Sales,Male,United-States,<=50K
33,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,<=50K
35,Private,HS-grad,Divorced,Transport-moving,Female,United-States,>50K
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,<=50K
23,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
22,Private,Assoc-voc,Divorced,Tech-support,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
55,Private,11th,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
38,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
27,Private,5th-6th,Never-married,Other-service,Male,Mexico,<=50K
24,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Other-service,Female,Jamaica,<=50K
22,State-gov,Some-college,Never-married,Other-service,Male,Haiti,<=50K
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
28,Private,HS-grad,Separated,Other-service,Female,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Sales,Female,United-States,<=50K
29,?,5th-6th,Married-civ-spouse,?,Female,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,<=50K
66,?,Some-college,Divorced,?,Female,United-States,<=50K
47,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Other-service,Female,United-States,<=50K
50,Local-gov,Masters,Divorced,Prof-specialty,Female,United-States,<=50K
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
28,Private,Bachelors,Never-married,Protective-serv,Female,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
36,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,>50K
25,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
42,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Transport-moving,Male,Germany,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
35,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,<=50K
36,Private,Assoc-voc,Divorced,Prof-specialty,Male,United-States,>50K
30,Private,Bachelors,Never-married,Exec-managerial,Female,Taiwan,<=50K
39,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
25,Private,1st-4th,Married-civ-spouse,Farming-fishing,Male,Mexico,<=50K
26,Private,Bachelors,Never-married,Tech-support,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
20,Private,Some-college,Never-married,Protective-serv,Male,United-States,<=50K
70,?,5th-6th,Married-civ-spouse,?,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
48,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
62,Private,HS-grad,Divorced,Priv-house-serv,Female,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
25,Private,Bachelors,Never-married,Sales,Male,United-States,<=50K
58,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
40,Federal-gov,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
29,?,Some-college,Married-civ-spouse,?,Female,United-States,<=50K
45,Self-emp-inc,7th-8th,Married-civ-spouse,Exec-managerial,Male,?,<=50K
19,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
37,Private,11th,Never-married,Handlers-cleaners,Male,United-States,<=50K
23,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,Puerto-Rico,<=50K
31,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
64,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
28,Local-gov,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
32,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
55,Local-gov,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
35,Private,Some-college,Divorced,Adm-clerical,Female,United-States,>50K
19,?,Some-college,Never-married,?,Female,United-States,<=50K
45,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Self-emp-not-inc,Bachelors,Divorced,Other-service,Female,South,>50K
19,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,Scotland,<=50K
25,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,United-States,<=50K
37,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,Philippines,<=50K
32,Private,Some-college,Never-married,Exec-managerial,Female,United-States,<=50K
34,Private,11th,Never-married,Machine-op-inspct,Male,United-States,<=50K
34,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
27,Self-emp-inc,Masters,Never-married,Transport-moving,Male,United-States,<=50K
36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,<=50K
37,Private,HS-grad,Divorced,Exec-managerial,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
32,Private,Masters,Never-married,Prof-specialty,Female,United-States,<=50K
52,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
23,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
21,Private,Preschool,Never-married,Farming-fishing,Male,Mexico,<=50K
31,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Female,United-States,<=50K
41,Private,Assoc-voc,Separated,Other-service,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Tech-support,Male,United-States,<=50K
20,?,Some-college,Never-married,?,Female,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
29,Private,10th,Divorced,Machine-op-inspct,Female,United-States,<=50K
51,Local-gov,Some-college,Widowed,Adm-clerical,Female,United-States,<=50K
30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
23,?,Some-college,Never-married,?,Female,United-States,<=50K
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
62,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,<=50K
22,Private,Bachelors,Never-married,Other-service,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
31,Private,Bachelors,Never-married,Tech-support,Male,United-States,<=50K
30,Private,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Prof-specialty,Female,United-States,<=50K
37,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
65,Private,Bachelors,Widowed,Other-service,Female,United-States,<=50K
27,Private,HS-grad,Never-married,Craft-repair,Male,Ireland,<=50K
62,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
53,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
18,Private,Some-college,Never-married,Adm-clerical,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
36,Private,11th,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
19,Private,Some-college,Never-married,Tech-support,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,<=50K
63,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Male,United-States,<=50K
76,Local-gov,Some-college,Widowed,Adm-clerical,Female,United-States,<=50K
45,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
44,Self-emp-inc,Some-college,Divorced,Sales,Male,United-States,>50K
51,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
29,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
44,Federal-gov,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
60,Private,Assoc-voc,Widowed,Craft-repair,Female,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
31,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
57,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
30,Private,9th,Never-married,Craft-repair,Male,United-States,<=50K
45,Private,10th,Never-married,Machine-op-inspct,Male,Vietnam,<=50K
25,Private,Bachelors,Never-married,Other-service,Male,United-States,<=50K
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,5th-6th,Separated,Adm-clerical,Male,El-Salvador,<=50K
28,Private,Assoc-voc,Never-married,Handlers-cleaners,Male,United-States,<=50K
47,?,10th,Married-civ-spouse,?,Female,Cuba,<=50K
53,Federal-gov,Bachelors,Divorced,Tech-support,Male,United-States,<=50K
25,Federal-gov,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,?,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
22,Private,Some-college,Never-married,Other-service,Male,United-States,<=50K
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
33,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Male,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Other-service,Female,England,>50K
26,Private,Assoc-voc,Never-married,Other-service,Female,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
30,State-gov,HS-grad,Separated,Adm-clerical,Female,United-States,<=50K
17,Private,11th,Never-married,Other-service,Male,United-States,<=50K
35,Local-gov,Masters,Never-married,Prof-specialty,Female,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,?,<=50K
34,Private,Bachelors,Never-married,Sales,Male,United-States,>50K
32,Private,HS-grad,Separated,Handlers-cleaners,Female,United-States,<=50K
47,Federal-gov,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
40,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
26,Private,Assoc-voc,Never-married,Other-service,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Other-service,Female,Ireland,<=50K
54,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,?,>50K
43,Private,7th-8th,Separated,Farming-fishing,Male,United-States,<=50K
25,Private,Some-college,Never-married,Farming-fishing,Male,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
57,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
45,Private,HS-grad,Divorced,Other-service,Female,United-States,<=50K
24,State-gov,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
32,Self-emp-not-inc,10th,Divorced,Craft-repair,Male,United-States,<=50K
25,Private,Some-college,Never-married,Sales,Male,United-States,<=50K
57,Private,5th-6th,Separated,Machine-op-inspct,Female,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Sales,Male,Cuba,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
28,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
74,?,1st-4th,Married-civ-spouse,?,Male,United-States,<=50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,Japan,<=50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
61,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
25,Private,11th,Never-married,Other-service,Male,United-States,<=50K
28,Private,9th,Never-married,Handlers-cleaners,Female,United-States,<=50K
20,Private,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
33,Private,Assoc-voc,Never-married,Sales,Male,Philippines,<=50K
